Line,Replicate,Vial,Sex,Block,Length(mm),Width(mm)
324,6,1,1,3,1.01,0.81
324,7,1,1,3,0.98,0.8
324,8,1,1,3,0.97,0.78
324,9,1,1,3,0.9,0.75
324,10,1,1,3,0.99,0.79
324,1,2,1,3,1.01,0.8
324,2,2,1,3,0.94,0.77
324,3,2,1,3,0.95,0.74
324,4,2,1,3,0.9,0.76
324,5,2,1,3,0.91,0.75
324,6,2,1,3,0.96,0.77
324,7,2,1,3,0.99,0.78
324,8,2,1,3,0.88,0.71
324,9,2,1,3,0.88,0.71
324,10,2,1,3,0.95,0.79
324,1,1,2,3,0.82,0.64
324,2,1,2,3,0.84,0.69
324,3,1,2,3,0.83,0.7
324,4,1,2,3,0.81,0.71
324,5,1,2,3,0.86,0.71
324,6,1,2,3,0.87,0.71
324,7,1,2,3,0.88,0.7
324,8,1,2,3,0.8,0.67
324,9,1,2,3,0.88,0.73
324,10,1,2,3,0.85,0.7
324,1,2,2,3,0.82,0.67
324,2,2,2,3,0.78,0.7
324,3,2,2,3,0.81,0.71
324,4,2,2,3,0.82,0.67
324,5,2,2,3,0.85,0.72
324,6,2,2,3,0.83,0.68
324,7,2,2,3,0.81,0.66
324,8,2,2,3,0.8,0.69
324,9,2,2,3,0.86,0.68
324,10,2,2,3,0.8,0.67
336,1,1,1,3,0.94,0.74
336,2,1,1,3,0.95,0.75
336,3,1,1,3,0.98,0.75
336,4,1,1,3,0.95,0.73
336,5,1,1,3,0.97,0.74
336,6,1,1,3,1.02,0.79
336,7,1,1,3,1,0.81
336,8,1,1,3,1.01,0.75
336,9,1,1,3,0.99,0.78
336,10,1,1,3,0.94,0.72
336,1,2,1,3,0.98,0.78
336,2,2,1,3,0.98,0.78
336,3,2,1,3,1.03,0.79
336,4,2,1,3,0.95,0.74
336,5,2,1,3,0.89,0.69
336,6,2,1,3,0.98,0.77
336,7,2,1,3,1.03,0.76
336,8,2,1,3,1.01,0.79
336,9,2,1,3,0.96,0.76
336,10,2,1,3,,
336,1,1,2,3,0.88,0.71
336,2,1,2,3,0.81,0.69
336,3,1,2,3,0.83,0.67
336,4,1,2,3,0.83,0.67
336,5,1,2,3,0.82,0.73
336,6,1,2,3,0.92,0.74
336,7,1,2,3,0.89,0.7
336,8,1,2,3,0.75,0.62
336,9,1,2,3,0.87,0.69
336,10,1,2,3,0.87,0.72
336,1,2,2,3,0.76,0.6
336,2,2,2,3,0.86,0.69
336,3,2,2,3,0.89,0.72
336,4,2,2,3,0.89,0.73
336,5,2,2,3,0.81,0.66
336,6,2,2,3,0.91,0.72
336,7,2,2,3,0.88,0.71
336,8,2,2,3,0.92,0.73
336,9,2,2,3,0.88,0.69
336,10,2,2,3,0.9,0.72
338,1,1,1,3,0.95,0.74
338,2,1,1,3,1.02,0.84
338,3,1,1,3,1.03,0.84
338,4,1,1,3,0.99,0.78
338,5,1,1,3,1.01,0.82
338,6,1,1,3,1.02,0.79
338,7,1,1,3,1.01,0.8
338,8,1,1,3,0.98,0.78
338,9,1,1,3,1,0.79
338,10,1,1,3,1.02,0.78
338,1,2,1,3,1,0.79
338,2,2,1,3,1.05,0.83
338,3,2,1,3,1.07,0.83
338,4,2,1,3,1.04,0.79
338,5,2,1,3,0.99,0.8
338,6,2,1,3,1.03,0.83
338,7,2,1,3,1.05,0.83
338,8,2,1,3,1.04,0.83
338,9,2,1,3,1.04,0.8
338,10,2,1,3,1.03,0.78
338,1,1,2,3,0.9,0.71
338,2,1,2,3,0.93,0.74
338,3,1,2,3,0.86,0.72
338,4,1,2,3,0.92,0.73
338,5,1,2,3,0.89,0.7
338,6,1,2,3,0.91,0.73
338,7,1,2,3,0.9,0.74
338,8,1,2,3,0.87,0.75
338,9,1,2,3,0.9,0.72
338,10,1,2,3,0.92,0.74
338,1,2,2,3,0.88,0.72
338,2,2,2,3,0.95,0.77
338,3,2,2,3,0.92,0.73
338,4,2,2,3,0.9,0.71
338,5,2,2,3,0.9,0.74
338,6,2,2,3,0.91,0.74
338,7,2,2,3,0.93,0.73
338,8,2,2,3,0.88,0.72
338,9,2,2,3,0.86,0.68
338,10,2,2,3,0.88,0.72
340,1,1,1,3,0.97,0.74
340,2,1,1,3,0.96,0.79
340,3,1,1,3,0.96,0.78
340,4,1,1,3,0.96,0.78
340,5,1,1,3,0.91,0.72
340,6,1,1,3,0.97,0.79
340,7,1,1,3,0.9,0.74
340,8,1,1,3,0.9,0.74
340,9,1,1,3,0.89,0.73
340,10,1,1,3,0.94,0.76
340,1,2,1,3,0.88,0.72
340,2,2,1,3,0.9,0.71
340,3,2,1,3,0.96,0.78
340,4,2,1,3,0.97,0.76
340,5,2,1,3,0.92,0.75
340,6,2,1,3,0.95,0.73
340,7,2,1,3,0.99,0.78
340,8,2,1,3,0.95,0.76
340,9,2,1,3,0.98,0.76
340,10,2,1,3,0.95,0.74
340,1,1,2,3,0.79,0.65
340,2,1,2,3,0.81,0.67
340,3,1,2,3,0.85,0.69
340,4,1,2,3,0.8,0.66
340,5,1,2,3,0.74,0.64
340,6,1,2,3,0.79,0.67
340,7,1,2,3,0.83,0.7
340,8,1,2,3,0.74,0.65
340,9,1,2,3,0.8,0.71
340,10,1,2,3,0.78,0.68
340,1,2,2,3,0.76,0.64
340,2,2,2,3,0.79,0.68
340,3,2,2,3,0.77,0.66
340,4,2,2,3,0.79,0.67
340,5,2,2,3,0.8,0.67
340,6,2,2,3,0.78,0.63
340,7,2,2,3,0.87,0.73
340,8,2,2,3,0.81,0.69
340,9,2,2,3,0.83,0.7
340,10,2,2,3,0.82,0.72
348,1,1,1,3,0.87,0.69
348,2,1,1,3,0.88,0.71
348,3,1,1,3,0.89,0.69
348,4,1,1,3,0.92,0.71
348,5,1,1,3,0.9,0.74
348,6,1,1,3,0.9,0.72
348,7,1,1,3,0.91,0.74
348,8,1,1,3,0.93,0.74
348,9,1,1,3,0.96,0.76
348,10,1,1,3,0.94,0.75
348,1,2,1,3,0.94,0.78
348,2,2,1,3,0.94,0.72
348,3,2,1,3,0.91,0.74
348,4,2,1,3,0.9,0.69
348,5,2,1,3,0.88,0.7
348,6,2,1,3,0.95,0.72
348,7,2,1,3,0.95,0.77
348,8,2,1,3,0.96,0.75
348,9,2,1,3,0.91,0.71
348,10,2,1,3,0.85,0.71
348,1,1,2,3,0.74,0.61
348,2,1,2,3,0.78,0.65
348,3,1,2,3,0.83,0.67
348,4,1,2,3,0.76,0.63
348,5,1,2,3,0.78,0.63
348,6,1,2,3,0.8,0.69
348,7,1,2,3,0.85,0.68
348,8,1,2,3,0.77,0.6
348,9,1,2,3,0.79,0.63
348,10,1,2,3,0.85,0.69
348,1,2,2,3,0.79,0.67
348,2,2,2,3,0.78,0.63
348,3,2,2,3,0.77,0.64
348,4,2,2,3,0.8,0.66
348,5,2,2,3,0.86,0.71
348,6,2,2,3,0.81,0.67
348,7,2,2,3,0.8,0.64
348,8,2,2,3,0.82,0.64
348,9,2,2,3,0.86,0.73
348,10,2,2,3,0.83,0.66
350,1,1,1,3,1.01,0.81
350,2,1,1,3,0.88,0.72
350,3,1,1,3,0.92,0.75
350,4,1,1,3,0.96,0.79
350,5,1,1,3,0.97,0.78
350,6,1,1,3,0.9,0.71
350,7,1,1,3,0.94,0.75
350,8,1,1,3,0.98,0.79
350,9,1,1,3,0.89,0.71
350,10,1,1,3,0.95,0.78
350,1,2,1,3,1,0.79
350,2,2,1,3,0.92,0.71
350,3,2,1,3,0.94,0.78
350,4,2,1,3,0.96,0.76
350,5,2,1,3,0.97,0.8
350,6,2,1,3,0.93,0.74
350,7,2,1,3,0.89,0.71
350,8,2,1,3,0.93,0.79
350,9,2,1,3,0.93,0.73
350,10,2,1,3,0.93,0.74
350,1,1,2,3,0.84,0.69
350,2,1,2,3,0.84,0.69
350,3,1,2,3,0.81,0.67
350,4,1,2,3,0.81,0.69
350,5,1,2,3,0.81,0.68
350,6,1,2,3,0.85,0.71
350,7,1,2,3,0.79,0.68
350,8,1,2,3,0.78,0.65
350,9,1,2,3,0.81,0.71
350,10,1,2,3,0.85,0.7
350,1,2,2,3,0.74,0.66
350,2,2,2,3,0.83,0.67
350,3,2,2,3,0.86,0.72
350,4,2,2,3,0.8,0.69
350,5,2,2,3,0.85,0.69
350,6,2,2,3,0.81,0.72
350,7,2,2,3,0.8,0.67
350,8,2,2,3,0.78,0.68
350,9,2,2,3,0.8,0.68
350,10,2,2,3,0.76,0.66
352,1,1,1,3,1.04,0.82
352,2,1,1,3,0.99,0.78
352,3,1,1,3,0.99,0.8
352,4,1,1,3,1.08,0.84
352,5,1,1,3,1,0.78
352,6,1,1,3,0.98,0.78
352,7,1,1,3,0.97,0.77
352,8,1,1,3,1.01,0.77
352,9,1,1,3,1.02,0.82
352,10,1,1,3,0.99,0.78
352,1,2,1,3,1,0.81
352,2,2,1,3,0.98,0.77
352,3,2,1,3,0.98,0.77
352,4,2,1,3,0.93,0.7
352,5,2,1,3,0.97,0.82
352,6,2,1,3,0.98,0.75
352,7,2,1,3,0.96,0.76
352,8,2,1,3,0.97,0.74
352,9,2,1,3,0.94,0.76
352,10,2,1,3,0.89,0.74
352,1,1,2,3,0.85,0.7
352,2,1,2,3,0.9,0.73
352,3,1,2,3,0.86,0.69
352,4,1,2,3,0.86,0.74
352,5,1,2,3,0.87,0.7
352,6,1,2,3,0.91,0.75
352,7,1,2,3,0.87,0.7
352,8,1,2,3,0.85,0.72
352,9,1,2,3,0.88,0.72
352,10,1,2,3,0.86,0.71
352,1,2,2,3,0.82,0.72
352,2,2,2,3,0.84,0.7
352,3,2,2,3,0.84,0.72
352,4,2,2,3,0.8,0.68
352,5,2,2,3,0.85,0.69
352,6,2,2,3,0.79,0.64
352,7,2,2,3,0.82,0.7
352,8,2,2,3,0.87,0.71
352,9,2,2,3,0.84,0.72
352,10,2,2,3,0.83,0.7
354,1,1,1,3,1.05,0.83
354,2,1,1,3,1.03,0.81
354,3,1,1,3,0.97,0.81
354,4,1,1,3,1,0.77
354,5,1,1,3,1.02,0.8
354,6,1,1,3,0.99,0.75
354,7,1,1,3,1.01,0.8
354,8,1,1,3,1.01,0.81
354,9,1,1,3,1.02,0.82
354,10,1,1,3,1.06,0.83
354,1,2,1,3,1.04,0.78
354,2,2,1,3,1.02,0.8
354,3,2,1,3,1.03,0.81
354,4,2,1,3,1,0.82
354,5,2,1,3,0.99,0.8
354,6,2,1,3,1.03,0.84
354,7,2,1,3,0.98,0.8
354,8,2,1,3,1.04,0.83
354,9,2,1,3,1.03,0.79
354,10,2,1,3,1.02,0.81
354,1,1,2,3,0.91,0.69
354,2,1,2,3,0.94,0.76
354,3,1,2,3,0.91,0.75
354,4,1,2,3,0.89,0.71
354,5,1,2,3,0.92,0.73
354,6,1,2,3,0.91,0.73
354,7,1,2,3,0.89,0.68
354,8,1,2,3,0.87,0.74
354,9,1,2,3,0.88,0.71
354,10,1,2,3,0.87,0.69
354,1,2,2,3,0.9,0.72
354,2,2,2,3,0.89,0.7
354,3,2,2,3,0.94,0.68
354,4,2,2,3,0.89,0.72
354,5,2,2,3,0.92,0.73
354,6,2,2,3,0.89,0.73
354,7,2,2,3,0.92,0.74
354,8,2,2,3,0.93,0.73
354,9,2,2,3,0.92,0.74
354,10,2,2,3,0.92,0.75
356,1,1,1,3,0.97,0.79
356,2,1,1,3,0.94,0.79
356,3,1,1,3,0.89,0.72
356,4,1,1,3,0.98,0.8
356,5,1,1,3,0.96,0.78
356,6,1,1,3,0.98,0.78
356,7,1,1,3,0.9,0.71
356,8,1,1,3,0.91,0.74
356,9,1,1,3,0.95,0.77
356,10,1,1,3,0.91,0.7
356,1,2,1,3,0.97,0.79
356,2,2,1,3,0.98,0.77
356,3,2,1,3,0.96,0.76
356,4,2,1,3,0.96,0.77
356,5,2,1,3,0.97,0.85
356,6,2,1,3,0.91,0.8
356,7,2,1,3,0.96,0.78
356,8,2,1,3,0.89,0.82
356,9,2,1,3,1,0.81
356,10,2,1,3,0.94,0.78
356,1,1,2,3,0.81,0.69
356,2,1,2,3,0.85,0.7
356,3,1,2,3,0.8,0.68
356,4,1,2,3,0.71,0.6
356,5,1,2,3,0.87,0.71
356,6,1,2,3,0.84,0.68
356,7,1,2,3,0.82,0.69
356,8,1,2,3,0.82,0.69
356,9,1,2,3,0.78,0.62
356,10,1,2,3,0.79,0.63
356,1,2,2,3,0.82,0.73
356,2,2,2,3,0.83,0.71
356,3,2,2,3,0.82,0.65
356,4,2,2,3,0.72,0.63
356,5,2,2,3,0.87,0.71
356,6,2,2,3,0.82,0.67
356,7,2,2,3,0.82,0.71
356,8,2,2,3,0.8,0.67
356,9,2,2,3,0.83,0.71
356,10,2,2,3,0.86,0.73
357,1,1,1,3,0.97,0.74
357,2,1,1,3,1,0.79
357,3,1,1,3,0.96,0.77
357,4,1,1,3,1.02,0.85
357,5,1,1,3,1.04,0.81
357,6,1,1,3,1.02,0.86
357,7,1,1,3,1.01,0.79
357,8,1,1,3,1.02,0.8
357,9,1,1,3,1.04,0.83
357,10,1,1,3,1.07,0.82
357,1,2,1,3,1.01,0.79
357,2,2,1,3,0.95,0.75
357,3,2,1,3,0.98,0.75
357,4,2,1,3,0.92,0.72
357,5,2,1,3,1,0.82
357,6,2,1,3,1.03,0.81
357,7,2,1,3,0.98,0.76
357,8,2,1,3,1.08,0.86
357,9,2,1,3,1.02,0.76
357,10,2,1,3,0.99,0.78
357,1,1,2,3,0.84,0.66
357,2,1,2,3,0.77,0.65
357,3,1,2,3,0.87,0.71
357,4,1,2,3,0.85,0.68
357,5,1,2,3,0.83,0.66
357,6,1,2,3,0.86,0.68
357,7,1,2,3,0.88,0.72
357,8,1,2,3,0.87,0.68
357,9,1,2,3,0.82,0.69
357,10,1,2,3,0.84,0.68
357,1,2,2,3,0.83,0.66
357,2,2,2,3,0.91,0.71
357,3,2,2,3,0.88,0.68
357,4,2,2,3,0.85,0.66
357,5,2,2,3,0.86,0.69
357,6,2,2,3,0.91,0.74
357,7,2,2,3,0.9,0.72
357,8,2,2,3,0.9,0.73
357,9,2,2,3,0.86,0.72
357,10,2,2,3,0.86,0.7
358,1,1,1,3,0.92,0.75
358,2,1,1,3,0.93,0.73
358,3,1,1,3,0.94,0.77
358,4,1,1,3,0.92,0.71
358,5,1,1,3,0.95,0.77
358,6,1,1,3,0.95,0.77
358,7,1,1,3,0.93,0.77
358,8,1,1,3,0.91,0.74
358,9,1,1,3,0.93,0.76
358,10,1,1,3,0.9,0.75
358,1,2,1,3,0.87,0.7
358,2,2,1,3,0.94,0.78
358,3,2,1,3,0.91,0.73
358,4,2,1,3,0.87,0.73
358,5,2,1,3,0.96,0.77
358,6,2,1,3,0.89,0.77
358,7,2,1,3,0.95,0.77
358,8,2,1,3,0.92,0.75
358,9,2,1,3,0.94,0.77
358,10,2,1,3,0.92,0.76
358,1,1,2,3,0.81,0.69
358,2,1,2,3,0.79,0.64
358,3,1,2,3,0.81,0.71
358,4,1,2,3,0.85,0.72
358,5,1,2,3,0.81,0.64
358,6,1,2,3,0.76,0.64
358,7,1,2,3,0.8,0.67
358,8,1,2,3,0.85,0.67
358,9,1,2,3,0.77,0.65
358,10,1,2,3,0.77,0.64
358,1,2,2,3,0.76,0.65
358,2,2,2,3,0.78,0.66
358,3,2,2,3,0.76,0.64
358,4,2,2,3,0.8,0.7
358,5,2,2,3,0.79,0.65
358,6,2,2,3,0.8,0.64
358,7,2,2,3,0.75,0.64
358,8,2,2,3,0.75,0.63
358,9,2,2,3,0.84,0.7
358,10,2,2,3,0.8,0.65
359,1,1,1,3,1,0.82
359,2,1,1,3,0.98,0.78
359,3,1,1,3,0.97,0.76
359,4,1,1,3,0.97,0.77
359,5,1,1,3,0.94,0.72
359,6,1,1,3,1.01,0.8
359,7,1,1,3,1.01,0.82
359,8,1,1,3,1,0.8
359,9,1,1,3,0.94,0.75
359,10,1,1,3,0.93,0.76
359,1,2,1,3,1.01,0.81
359,2,2,1,3,0.98,0.77
359,3,2,1,3,0.98,0.8
359,4,2,1,3,1,0.77
359,5,2,1,3,0.98,0.76
359,6,2,1,3,0.97,0.76
359,7,2,1,3,1.02,0.8
359,8,2,1,3,1,0.81
359,9,2,1,3,1.01,0.79
359,10,2,1,3,0.97,0.75
359,1,1,2,3,0.87,0.72
359,2,1,2,3,0.82,0.65
359,3,1,2,3,0.85,0.69
359,4,1,2,3,0.81,0.62
359,5,1,2,3,0.87,0.71
359,6,1,2,3,0.83,0.68
359,7,1,2,3,0.9,0.73
359,8,1,2,3,0.87,0.69
359,9,1,2,3,0.84,0.68
359,10,1,2,3,0.87,0.68
359,1,2,2,3,0.89,0.69
359,2,2,2,3,0.87,0.73
359,3,2,2,3,0.97,0.72
359,4,2,2,3,0.87,0.77
359,5,2,2,3,0.83,0.71
359,6,2,2,3,0.89,0.7
359,7,2,2,3,0.91,0.74
359,8,2,2,3,0.87,0.69
359,9,2,2,3,0.83,0.7
359,10,2,2,3,0.86,0.71
360,1,1,1,3,0.99,0.77
360,2,1,1,3,1.03,0.8
360,3,1,1,3,1,0.8
360,4,1,1,3,1,0.79
360,5,1,1,3,0.97,0.78
360,6,1,1,3,1.06,0.82
360,7,1,1,3,1.03,0.8
360,8,1,1,3,1.03,0.79
360,9,1,1,3,1.03,0.81
360,10,1,1,3,1.02,0.75
360,1,2,1,3,0.99,0.81
360,2,2,1,3,1.03,0.84
360,3,2,1,3,1.03,0.79
360,4,2,1,3,1.01,0.76
360,5,2,1,3,1.02,0.84
360,6,2,1,3,1.07,0.81
360,7,2,1,3,1.04,0.8
360,8,2,1,3,1.01,0.79
360,9,2,1,3,1.02,0.79
360,10,2,1,3,1.03,0.79
360,1,1,2,3,0.91,0.73
360,2,1,2,3,0.82,0.69
360,3,1,2,3,0.85,0.67
360,4,1,2,3,0.88,0.73
360,5,1,2,3,0.92,0.76
360,6,1,2,3,0.91,0.74
360,7,1,2,3,0.9,0.72
360,8,1,2,3,0.85,0.66
360,9,1,2,3,,
360,10,1,2,3,,
360,1,2,2,3,0.91,0.72
360,2,2,2,3,0.91,0.73
360,3,2,2,3,0.91,0.73
360,4,2,2,3,0.91,0.73
360,5,2,2,3,0.91,0.73
360,6,2,2,3,0.85,0.7
360,7,2,2,3,0.86,0.71
360,8,2,2,3,0.86,0.7
360,9,2,2,3,0.87,0.7
360,10,2,2,3,0.86,0.72
361,1,1,1,3,0.88,0.7
361,2,1,1,3,0.98,0.79
361,3,1,1,3,0.89,0.74
361,4,1,1,3,1,0.82
361,5,1,1,3,0.99,0.8
361,6,1,1,3,0.91,0.75
361,7,1,1,3,0.99,0.8
361,8,1,1,3,1.01,0.81
361,9,1,1,3,1.01,0.81
361,10,1,1,3,0.99,0.81
361,1,2,1,3,0.85,0.72
361,2,2,1,3,0.98,0.8
361,3,2,1,3,1,0.83
361,4,2,1,3,1.03,0.81
361,5,2,1,3,1,0.8
361,6,2,1,3,1,0.82
361,7,2,1,3,1.06,0.85
361,8,2,1,3,0.98,0.81
361,9,2,1,3,0.98,0.77
361,10,2,1,3,0.93,0.78
361,1,1,2,3,0.8,0.66
361,2,1,2,3,0.83,0.7
361,3,1,2,3,0.83,0.7
361,4,1,2,3,0.86,0.72
361,5,1,2,3,0.77,0.65
361,6,1,2,3,0.78,0.66
361,7,1,2,3,0.71,0.64
361,8,1,2,3,0.87,0.71
361,9,1,2,3,0.81,0.73
361,10,1,2,3,0.85,0.7
361,1,2,2,3,0.88,0.7
361,2,2,2,3,0.79,0.68
361,3,2,2,3,0.82,0.68
361,4,2,2,3,0.85,0.72
361,5,2,2,3,0.88,0.75
361,6,2,2,3,0.85,0.73
361,7,2,2,3,0.82,0.71
361,8,2,2,3,0.73,0.6
361,9,2,2,3,0.76,0.65
361,10,2,2,3,0.83,0.72
362,1,1,1,3,0.94,0.75
362,2,1,1,3,1.03,0.83
362,3,1,1,3,1.01,0.82
362,4,1,1,3,1.01,0.82
362,5,1,1,3,1.02,0.82
362,6,1,1,3,1.06,0.87
362,7,1,1,3,1.01,0.82
362,8,1,1,3,0.94,0.76
362,9,1,1,3,1.03,0.86
362,10,1,1,3,0.99,0.76
362,1,2,1,3,0.97,0.76
362,2,2,1,3,0.97,0.8
362,3,2,1,3,0.96,0.79
362,4,2,1,3,0.94,0.8
362,5,2,1,3,1.01,0.82
362,6,2,1,3,1,0.8
362,7,2,1,3,0.93,0.78
362,8,2,1,3,0.95,0.79
362,9,2,1,3,1,0.81
362,10,2,1,3,0.98,0.79
362,1,1,2,3,0.8,0.68
362,2,1,2,3,0.84,0.7
362,3,1,2,3,0.87,0.72
362,4,1,2,3,0.85,0.72
362,5,1,2,3,0.87,0.7
362,6,1,2,3,0.87,0.74
362,7,1,2,3,0.86,0.7
362,8,1,2,3,0.87,0.76
362,9,1,2,3,0.81,0.67
362,10,1,2,3,0.85,0.7
362,1,2,2,3,0.87,0.71
362,2,2,2,3,0.83,0.7
362,3,2,2,3,0.84,0.69
362,4,2,2,3,0.83,0.68
362,5,2,2,3,0.83,0.72
362,6,2,2,3,0.82,0.73
362,7,2,2,3,0.85,0.7
362,8,2,2,3,0.83,0.7
362,9,2,2,3,0.81,0.7
362,10,2,2,3,0.87,0.72
365,1,1,1,3,1.01,0.84
365,2,1,1,3,0.89,0.78
365,3,1,1,3,0.99,0.81
365,4,1,1,3,0.99,0.78
365,5,1,1,3,1.03,0.85
365,6,1,1,3,1.03,0.84
365,7,1,1,3,1.02,0.86
365,8,1,1,3,1.02,0.85
365,9,1,1,3,1,0.86
365,10,1,1,3,0.99,0.84
365,1,2,1,3,0.98,0.81
365,2,2,1,3,0.99,0.83
365,3,2,1,3,0.91,0.78
365,4,2,1,3,0.99,0.79
365,5,2,1,3,1,0.84
365,6,2,1,3,0.99,0.81
365,7,2,1,3,1.02,0.86
365,8,2,1,3,0.99,0.83
365,9,2,1,3,1.02,0.87
365,10,2,1,3,1.02,0.84
365,1,1,2,3,0.89,0.72
365,2,1,2,3,0.9,0.73
365,3,1,2,3,0.88,0.72
365,4,1,2,3,0.87,0.73
365,5,1,2,3,0.85,0.7
365,6,1,2,3,0.89,0.73
365,7,1,2,3,0.91,0.78
365,8,1,2,3,0.91,0.75
365,9,1,2,3,0.91,0.75
365,10,1,2,3,0.89,0.72
365,1,2,2,3,0.88,0.73
365,2,2,2,3,0.86,0.73
365,3,2,2,3,0.89,0.73
365,4,2,2,3,0.87,0.73
365,5,2,2,3,0.89,0.72
365,6,2,2,3,0.86,0.7
365,7,2,2,3,0.86,0.69
365,8,2,2,3,0.87,0.73
365,9,2,2,3,0.89,0.73
365,10,2,2,3,0.89,0.76
367,1,1,1,3,0.95,0.75
367,2,1,1,3,1,0.8
367,3,1,1,3,0.9,0.74
367,4,1,1,3,1.03,0.8
367,5,1,1,3,0.94,0.72
367,6,1,1,3,1.04,0.79
367,7,1,1,3,0.95,0.75
367,8,1,1,3,0.97,0.75
367,9,1,1,3,,
367,10,1,1,3,,
367,1,2,1,3,0.83,0.69
367,2,2,1,3,0.92,0.71
367,3,2,1,3,0.8,0.68
367,4,2,1,3,0.96,0.75
367,5,2,1,3,0.89,0.69
367,6,2,1,3,0.91,0.74
367,7,2,1,3,1.02,0.79
367,8,2,1,3,1.04,0.83
367,9,2,1,3,0.87,0.71
367,10,2,1,3,0.93,0.72
367,1,1,2,3,0.83,0.69
367,2,1,2,3,0.94,0.74
367,3,1,2,3,0.9,0.76
367,4,1,2,3,0.88,0.73
367,5,1,2,3,0.81,0.65
367,6,1,2,3,0.81,0.65
367,7,1,2,3,0.83,0.66
367,8,1,2,3,0.8,0.67
367,9,1,2,3,0.79,0.67
367,10,1,2,3,0.8,0.67
367,1,2,2,3,0.92,0.76
367,2,2,2,3,0.8,0.65
367,3,2,2,3,0.79,0.65
367,4,2,2,3,0.79,0.69
367,5,2,2,3,0.79,0.7
367,6,2,2,3,0.83,0.69
367,7,2,2,3,0.92,0.74
367,8,2,2,3,0.84,0.71
367,9,2,2,3,0.88,0.74
367,10,2,2,3,0.79,0.67
370,1,1,1,3,1,0.83
370,2,1,1,3,1.02,0.81
370,3,1,1,3,0.98,0.82
370,4,1,1,3,0.97,0.79
370,5,1,1,3,1.02,0.83
370,6,1,1,3,1.02,0.86
370,7,1,1,3,1.02,0.85
370,8,1,1,3,0.97,0.76
370,9,1,1,3,1,0.83
370,10,1,1,3,1.02,0.82
370,1,2,1,3,0.91,0.74
370,2,2,1,3,0.98,0.77
370,3,2,1,3,1.01,0.85
370,4,2,1,3,0.95,0.79
370,5,2,1,3,1,0.82
370,6,2,1,3,0.94,0.78
370,7,2,1,3,0.99,0.81
370,8,2,1,3,1.03,0.85
370,9,2,1,3,0.95,0.77
370,10,2,1,3,0.98,0.81
370,1,1,2,3,0.81,0.67
370,2,1,2,3,0.83,0.7
370,3,1,2,3,0.88,0.74
370,4,1,2,3,0.81,0.69
370,5,1,2,3,0.87,0.71
370,6,1,2,3,0.85,0.76
370,7,1,2,3,0.86,0.69
370,8,1,2,3,0.85,0.73
370,9,1,2,3,0.81,0.7
370,10,1,2,3,0.84,0.73
370,1,2,2,3,0.82,0.73
370,2,2,2,3,0.8,0.66
370,3,2,2,3,0.83,0.69
370,4,2,2,3,0.83,0.69
370,5,2,2,3,0.82,0.7
370,6,2,2,3,0.83,0.7
370,7,2,2,3,0.8,0.69
370,8,2,2,3,0.84,0.73
370,9,2,2,3,0.78,0.67
370,10,2,2,3,0.82,0.7
371,1,1,1,3,0.97,0.79
371,2,1,1,3,0.98,0.81
371,3,1,1,3,0.94,0.79
371,4,1,1,3,0.96,0.74
371,5,1,1,3,1,0.82
371,6,1,1,3,1,0.83
371,7,1,1,3,1.02,0.82
371,8,1,1,3,0.97,0.79
371,9,1,1,3,0.98,0.8
371,10,1,1,3,0.96,0.78
371,1,2,1,3,1,0.8
371,2,2,1,3,0.94,0.77
371,3,2,1,3,1.02,0.82
371,4,2,1,3,0.97,0.78
371,5,2,1,3,1.01,0.83
371,6,2,1,3,1.03,0.84
371,7,2,1,3,0.95,0.78
371,8,2,1,3,1.02,0.79
371,9,2,1,3,0.98,0.8
371,10,2,1,3,0.97,0.79
371,1,1,2,3,0.86,0.7
371,2,1,2,3,0.91,0.73
371,3,1,2,3,0.86,0.74
371,4,1,2,3,0.87,0.7
371,5,1,2,3,0.88,0.74
371,6,1,2,3,0.85,0.71
371,7,1,2,3,0.81,0.68
371,8,1,2,3,0.85,0.71
371,9,1,2,3,0.86,0.71
371,10,1,2,3,0.81,0.7
371,1,2,2,3,0.82,0.69
371,2,2,2,3,0.76,0.65
371,3,2,2,3,0.85,0.73
371,4,2,2,3,0.84,0.7
371,5,2,2,3,0.78,0.7
371,6,2,2,3,0.79,0.67
371,7,2,2,3,0.83,0.67
371,8,2,2,3,0.83,0.72
371,9,2,2,3,0.81,0.65
371,10,2,2,3,0.78,0.64
373,1,1,1,3,1.02,0.84
373,2,1,1,3,1.05,0.85
373,3,1,1,3,1.01,0.84
373,4,1,1,3,0.91,0.74
373,5,1,1,3,0.99,0.82
373,6,1,1,3,1.05,0.84
373,7,1,1,3,1.02,0.82
373,8,1,1,3,0.97,0.8
373,9,1,1,3,1.04,0.84
373,10,1,1,3,0.94,0.77
373,1,2,1,3,1.03,0.85
373,2,2,1,3,1.05,0.84
373,3,2,1,3,1.02,0.8
373,4,2,1,3,1.03,0.84
373,5,2,1,3,1.01,0.8
373,6,2,1,3,1.05,0.84
373,7,2,1,3,0.99,0.81
373,8,2,1,3,1.05,0.84
373,9,2,1,3,1.03,0.8
373,10,2,1,3,1.01,0.83
373,1,1,2,3,0.89,0.77
373,2,1,2,3,0.9,0.74
373,3,1,2,3,0.94,0.82
373,4,1,2,3,0.81,0.7
373,5,1,2,3,0.87,0.77
373,6,1,2,3,0.92,0.8
